model,fold,n,log_loss,brier
rf_calibrated,6,10,0.9341803332760458,0.5707563099720898
rf_calibrated,7,10,0.9304013827277113,0.5376961587011021
rf_calibrated,8,10,1.0283064477999635,0.6324909934796472
rf_calibrated,9,10,1.0924381169585051,0.6620207468052202
rf_calibrated,10,10,1.1356506144042018,0.6736820792615562
rf_calibrated,11,10,1.1897701528320437,0.7226607884790928
rf_calibrated,12,10,0.9311616065821229,0.5571605582265018
rf_calibrated,13,10,0.8611793739483151,0.4995576668745282
rf_calibrated,14,10,1.0385462529466252,0.6145845869461953
rf_calibrated,15,10,1.1782611040200845,0.7389593612435995
rf_calibrated,16,10,1.1911539967947298,0.7439730779005299
rf_calibrated,17,10,0.9431654041103874,0.5532028623352907
rf_calibrated,18,10,1.0083952553555677,0.6078633034421145
rf_calibrated,19,10,1.0222487268551572,0.6252921648344854
rf_calibrated,20,10,0.9826951250603896,0.5741811751394538
rf_calibrated,21,10,0.834873710066718,0.4855642442916352
rf_calibrated,22,10,1.0175280194547158,0.5971730571079068
rf_calibrated,23,10,1.2113541078587928,0.7375293772352418
rf_calibrated,24,10,0.8350362702693254,0.4844960036747866
rf_calibrated,25,10,1.2759224731628707,0.770680834056662
rf_calibrated,26,10,0.9161066063608363,0.5337724707183853
rf_calibrated,27,10,0.9220575384805265,0.5406062978030097
rf_calibrated,28,10,0.941776052893673,0.5564719675496701
rf_calibrated,29,10,0.9830121402940453,0.5844994608063875
rf_calibrated,30,10,0.9625062054317416,0.5623601673446921
rf_calibrated,31,10,0.9874757413278819,0.5944289760843482
rf_calibrated,32,10,0.893201617578316,0.5220696771203557
rf_calibrated,33,10,0.8361184561549578,0.48118063045969295
rf_calibrated,34,10,1.075836712320626,0.6478714366102915
rf_calibrated,35,10,1.1711545914145254,0.7380238190661154
rf_calibrated,36,10,0.8943616898669975,0.5168032443958015
rf_calibrated,37,10,1.040883899264805,0.6178771968610738
rf_calibrated,38,10,1.000849467073164,0.6024369328529438
rf_calibrated,39,10,1.153304288099476,0.6917343275774165
rf_calibrated,40,10,1.0204642381303928,0.6076779252893811
rf_calibrated,41,10,0.914544346181249,0.539308663020784
rf_calibrated,42,10,1.1221516485870895,0.6785540713760876
rf_calibrated,43,10,1.1231559732263705,0.6919456342244239
rf_calibrated,44,10,0.8926768966285797,0.5233271862995877
rf_calibrated,45,10,0.9629760429682312,0.565740117261036
rf_calibrated,46,10,0.9753947163530977,0.5771841137584912
rf_calibrated,47,10,0.9832464790397062,0.5883889442075467
rf_calibrated,48,10,0.9184279540909875,0.5413021105820115
rf_calibrated,49,10,1.0242154858941512,0.6098131835852836
rf_calibrated,50,10,0.9321200572524647,0.5489586973319667
rf_calibrated,51,10,1.0951735487446312,0.6650175498733397
rf_calibrated,52,10,0.9497648425172655,0.5598358204602835
rf_calibrated,53,10,0.8802154886929705,0.5150845794171935
rf_calibrated,54,10,0.9139998236861082,0.5401868596741386
rf_calibrated,55,10,0.9201900897189633,0.5345090143476282
rf_calibrated,56,10,1.2600177192558537,0.7980174567789102
rf_calibrated,57,10,1.0052389695132296,0.6025554964824067
rf_calibrated,58,10,1.0931306594552799,0.6802788678778826
rf_calibrated,59,10,1.3406820674729216,0.8491744841634071
rf_calibrated,60,10,1.2593848461709138,0.7688585771688603
rf_calibrated,61,10,0.935648164997386,0.5497082850940278
rf_calibrated,62,10,1.0132710785712937,0.599136757195775
rf_calibrated,63,10,1.144258931228763,0.7043103686019103
rf_calibrated,64,10,1.1188936338117925,0.6946710917088594
rf_calibrated,65,10,0.9300220796571962,0.5439401573116791
rf_calibrated,66,10,1.206608870551961,0.7389716642411579
rf_calibrated,67,10,1.1906704033727065,0.742129330796571
rf_calibrated,68,10,1.103796520826556,0.6714551231126092
rf_calibrated,69,10,1.1226349368339033,0.6727298715531752
rf_calibrated,70,10,1.021674216795279,0.617814265878521
rf_calibrated,71,10,0.8934608511641132,0.5236384709066277
rf_calibrated,72,10,1.1426808396807462,0.7033892441666169
rf_calibrated,73,10,0.9930840886383351,0.5977074426883602
rf_calibrated,74,10,1.0110875174748422,0.6061343650669105
rf_calibrated,75,10,1.1661611203163509,0.7099502843420417
rf_calibrated,overall,760,1.0273913060167534,0.6167550453305102
